ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,size_range_minimum_g,size_range_maximum_g,size_range_minimum_micrometers,size_range_maximum_micrometers,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST,primprod,salinity,O2_dissolved,pH,chla,nitrate,silicate,SST_C_insitu,Temperature__C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m_3_insitu,Nitrate__uM_L_1_insitu,g_C_individual,5.68E-14,1.14E-13,2.27E-13,4.55E-13,9.09E-13,1.82E-12,3.64E-12,7.28E-12,1.46E-11,2.91E-11,5.82E-11,1.16E-10,2.33E-10,4.66E-10,9.31E-10,0.00000000186,0.00000000373,0.00000000745,0.0000000149,0.0000000298,0.0000000596,0.000000119,0.000000238,0.000000477,0.000000954,0.00000191,0.00000381,0.00000763,0.0000153,0.0000305,0.000061,0.000122,0.000244,0.000488,0.000977,0.00195,0.00391,0.00781,0.0156,0.0313,0.0625,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,1020,NBSS_slope,Comment
#REF!,WHIII383,2015_315_N2,,2015-03-25,-21.5747833,8.4795,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,282,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,461.207977,35,4,8.207893,0.037985,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000131,0.0000513,0.0000366,0.0000729,0.0001973,0.00012955,0.000148385,0.0000621,0.00000297,0,0.0000016,0,0,0,0,,,,,,
#REF!,WHIII383,2015_315_N3,,2015-03-26,-21.5747833,8.4795,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,432,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,461.207977,35,4,8.207893,0.037985,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0000248,0.0000249,0.000187569,0.000308069,0.000388137,0.000229921,0.000122624,0.0000377,0.0000335,0.0000033,0,0,0,0,,,,,,
#REF!,WHIII383,2015_318_N1,,2015-03-26,-23.55125,6.47883333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,85,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,400.197693,35,4,8.237526,0.036579,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0000259,0.0000959,0.000288546,0.000337247,0.001185151,0.005879372,0.002736075,0.00115383,0.000106647,0.00000291,0.00000126,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_318_N2,,2015-03-26,-23.55125,6.47883333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,246,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,400.197693,35,4,8.237526,0.036579,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0000031,0.00000839,0.0000355,0.0000966,0.00014461,0.000394763,0.0000654,0.000161735,0.0000632,0.0000169,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_318_N3,,2015-03-27,-23.55125,6.47883333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,435,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,400.197693,35,4,8.237526,0.036579,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00000387,0.0000312,0.000160806,0.0003214,0.00025301,0.0000882,0.0000446,0.0000371,0,0.0000016,0,0,,,,,,,,
#REF!,WHIII383,2015_321_N1,,2015-03-27,-24.6277833,4.16633333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,78,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,393.250732,35,4,8.242651,0.037313,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0000294,0.000112166,0.000419086,0.0005535,0.000953967,0.004062879,0.000309308,0.000109163,0,0,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_321_N2,,2015-03-28,-24.6277833,4.16633333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,162,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,393.250732,35,4,8.242651,0.037313,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00000849,0.0000444,0.000102804,0.000299793,0.00023642,0.000148481,0.0000132,0.00000482,0.00000108,0,0,0,,,,,,,,
#REF!,WHIII383,2015_321_N3,,2015-03-28,-24.6277833,4.16633333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,445,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,393.250732,35,4,8.242651,0.037313,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.00000231,0.0000039,0,0.00000201,0.0000173,0.0000985,0.000248293,0.000216768,0.000157854,0.0000425,0.000056,0.00000679,0.00000114,0,0,,,,,,,,
#REF!,WHIII383,2015_324_N1,,2015-03-28,-25.222795,2.66616667,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,85,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,409.040009,35,4,8.232091,0.03803,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00000948,0.0000883,0.00024427,0.00033443,0.00152342,0.002595962,0.000678219,0.000136092,0,0,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_324_N2,,2015-03-28,-25.222795,2.66616667,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,176,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,409.040009,35,4,8.232091,0.03803,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0000057,0.0000043,0.0000115,0.0000842,0.000292158,0.000104191,0.0000669,0,0,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_324_N3,,2015-03-29,-25.222795,2.66616667,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,492,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,27,409.040009,35,4,8.232091,0.03803,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.00000131,0.0000117,0.00000484,0.00000425,0.0000119,0.00017378,0.000272665,0.00015389,0.000185479,0.0000989,0.000099,0.00000346,0,0,0,,,,,,,,
#REF!,WHIII383,2015_327_N1,,2015-03-29,-25.2855267,0.3025,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,82,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,481,35,4,8.219012,0.045655,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0000033,0.0000275,0.000205849,0.000257385,0.000162654,0.000368624,0.000598626,0.000319094,0.0000134,0,0.0000041,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_327_N2,,2015-03-30,-25.2855267,0.3025,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,432,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,481,35,4,8.219012,0.045655,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00000402,0,0.00000452,0.0000143,0.0000508,0.000232148,0.000219955,0.00017999,0.0000703,0.0000301,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_327_N3,,2015-03-30,-25.2855267,0.3025,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,502,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,481,35,4,8.219012,0.045655,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000663,0.00000177,0.00000802,0.00000896,0.000178712,0.000155985,0.000160609,0.0000906,0.000056,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_330_N1,,2015-03-30,-25.9670467,0.0273,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,424,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,476.132813,35,4,8.221699,0.045931,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.00000855,0.0000645,0.000291413,0.000385994,0.000134072,0.000287797,0.000645797,0.0000936,0.0000131,0.00000536,0,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_330_N2,,2015-03-30,-25.9670467,0.0273,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,501,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,476.132813,35,4,8.221699,0.045931,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0000033,0.00000179,0.0000184,0.000102779,0.000344422,0.000372874,0.00026593,0.00011277,0.0000262,0.00000571,0.00000117,0,0,,,,,,,,
#REF!,WHIII383,2015_330_N3,,2015-03-30,-25.9670467,0.0273,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,680,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,476.132813,35,4,8.221699,0.045931,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0000122,0.0000145,0,0.0000251,0.000175128,0.000110306,0.000323759,0.0000974,0.0000115,0,0.0000059,0,0,,,,,,,,
#REF!,WHIII383,2015_333_N1,,2015-03-31,-25.9474833,0.02707667,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,78,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,476.380859,35,4,8.221515,0.045807,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_333_N2,,2015-03-31,-25.9474833,0.02707667,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,426,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,476.380859,35,4,8.221515,0.045807,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_333_N3,,2015-03-31,-25.9474833,0.02707667,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,523,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,476.380859,35,4,8.221515,0.045807,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_337_N1,,2015-04-02,-23.90195,10.8037167,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,83,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,565.583679,35,4,8.211859,0.038519,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_337_N2,,2015-04-03,-23.90195,10.8037167,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,421,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,565.583679,35,4,8.211859,0.038519,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_337_N3,,2015-04-03,-23.90195,10.8037167,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,627,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,26,565.583679,35,4,8.211859,0.038519,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_340_N1,,2015-04-03,-23.0825,12.3000833,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,84,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,25,593.059509,35.996468,4,8.204284,0.040217,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_340_N2,,2015-04-04,-23.0825,12.3000833,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,420,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,25,593.059509,35.996468,4,8.204284,0.040217,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_340_N3,,2015-04-04,-23.0825,12.3000833,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,583,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,25,593.059509,35.996468,4,8.204284,0.040217,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_341_N1,,2015-04-05,-24.3007333,17.6107,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,82,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23.002819,635.281677,36,4,8.199966,0.038555,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000002,0,0.00000432,0.000177402,0.000464051,0.002012711,0.00247671,0.002004621,0.001534118,0.000208875,0.000244957,0.0000102,0,0.00000209,0,0.00000119,0,0,,,,,,,
#REF!,WHIII383,2015_341_N2,,2015-04-07,-24.3007333,17.6107,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,425,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23.002819,635.281677,36,4,8.199966,0.038555,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000367,0.00000555,0.0000219,0.0000407,0.0000797,0.000233701,0.000151128,0.0000272,0.0000337,0.00000569,0.00000395,0,0,0,,,,,,,
#REF!,WHIII383,2015_341_N3,,2015-04-07,-24.3007333,17.6107,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,623,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23.002819,635.281677,36,4,8.199966,0.038555,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0000012,0.0000186,0.0000124,0.0000583,0.0000413,0.0000255,0.0000605,0.0000402,0.0000355,0.00000584,0.00000142,0,0,0,,,,,,,
#REF!,WHIII383,2015_344_N1,,2015-04-08,-24.2913833,17.6383333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,369,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23,638.032043,36,4,8.199937,0.038643,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_344_N2,,2015-04-08,-24.2913833,17.6383333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,445,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23,638.032043,36,4,8.199937,0.038643,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_344_N3,,2015-04-08,-24.2913833,17.6383333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,564,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23,638.032043,36,4,8.199937,0.038643,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_349_N1,,2015-04-09,-21.95903,19.2094933,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,79,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22.6551,902.471497,36,5,8.180367,0.05981,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000359,0.0000189,0.00014471,0.000203301,0.001475637,0.000371468,0.001120311,0.0000202,0.0000129,0,0.00000155,0,0,0,,,,,,,
#REF!,WHIII383,2015_349_N2,,2015-04-10,-21.95903,19.2094933,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,416,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22.6551,902.471497,36,5,8.180367,0.05981,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000124,0.000107942,0.000310293,0.000500397,0.000230814,0.000266662,0.000247394,0.000150962,0.0000867,0.0000118,0.00000177,0.00000195,0.00000249,0.00000188,,,,,,,
#REF!,WHIII383,2015_349_N3,,2015-04-10,-21.95903,19.2094933,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,570,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22.6551,902.471497,36,5,8.180367,0.05981,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000359,0.0000546,0.0000286,0.00000654,0.0000116,0.0000198,0.0000306,0.0000162,0.00000908,0.00000374,0,0,0,0,,,,,,,
#REF!,WHIII383,2015_352_N1,,2015-04-11,-20.0505833,23.86625,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,84,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22,554.846863,36,5,8.209064,0.041589,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.00000523,0.00000445,0.0000338,0.000755984,0.001879645,0.001360636,0.001509001,0.000566921,0.000035,0,0,0,0.00000174,0,,,,,,,,,
#REF!,WHIII383,2015_352_N2,,2015-04-11,-20.0505833,23.86625,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,486,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22,554.846863,36,5,8.209064,0.041589,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.00000169,0,0.00000255,0,0.0000308,0.0000297,0.0000427,0.000153944,0.000114236,0.000027,0.0000182,0.00000164,0,0,,,,,,,,,
#REF!,WHIII383,2015_352_N3,,2015-04-12,-20.0505833,23.86625,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,589,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22,554.846863,36,5,8.209064,0.041589,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00000136,0.00000121,0.0000113,0.0000158,0.0000358,0.0000311,0.0000203,0.0000555,0.0000549,0.0000338,0.00000296,0.00000286,0,,,,,,,,,
#REF!,WHIII383,2015_355_N1,,2015-04-12,-19.346355,26.36365,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,83,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22,403.264191,36,5,8.221155,0.031972,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000571,0,0.00000595,0.000041,0.000124081,0.000531364,0.000901562,0.000367526,0.0000569,0.0000556,0.0000182,0.0000375,0.00000102,0,0,0.00000163,0,,,,,,,,,
#REF!,WHIII383,2015_355_N2,,2015-04-12,-19.346355,26.36365,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,510,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22,403.264191,36,5,8.221155,0.031972,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000251,0.00000478,0.0000147,0.0000159,0.000023,0.0000404,0.0000575,0.0000121,0,0.00000283,0,0,,,,,,,,,
#REF!,WHIII383,2015_355_N3,,2015-04-13,-19.346355,26.36365,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,574,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,22,403.264191,36,5,8.221155,0.031972,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00000346,0.00000833,0.0000299,0.000140818,0.0000788,0.000115859,0.000101561,0.000046,0.0000297,0.00000866,0.00000154,0,0,,,,,,,,,
#REF!,WHIII383,2015_358_N1,,2015-04-14,-17.3286167,31.69975,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,77,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,20,299,36,5,8.229728,0.031279,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_358_N2,,2015-04-14,-17.3286167,31.69975,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,478,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,20,299,36,5,8.229728,0.031279,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_358_N3,,2015-04-15,-17.3286167,31.69975,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,573,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,20,299,36,5,8.229728,0.031279,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_361_N1,,2015-04-16,-13.7075833,37.3798833,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,78,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,18,352.726685,36,5,8.240124,0.042209,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_361_N2,,2015-04-16,-13.7075833,37.3798833,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,229,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,18,352.726685,36,5,8.240124,0.042209,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_361_N3,,2015-04-16,-13.7075833,37.3798833,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,530,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,18,352.726685,36,5,8.240124,0.042209,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII383,2015_363_N1,,2015-04-17,-11.1863333,41.0397283,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,100,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,16,499.691071,35,5,8.237064,0.058121,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00000219,0.00000608,0.00001,0.00000517,0.00000669,0.00000119,0.00000219,0.00000134,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_363_N2,,2015-04-17,-11.1863333,41.0397283,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,484,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,16,499.691071,35,5,8.237064,0.058121,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00000184,0,0,0.00000494,0.00000785,0.0000013,0,0.00000128,0.00000136,0,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_363_N3,,2015-04-18,-11.1863333,41.0397283,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,576,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,16,499.691071,35,5,8.237064,0.058121,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00000613,0.00000456,0,0,0.00000447,0.00000135,0.00000662,0.0000139,0.0000168,0.00000352,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_367_N1,,2015-04-19,-6.888175,46.4852333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,91,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,14,503.044495,35,5,8.2019,0.073077,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00000334,0.0000014,0.0000068,0.0000139,0.0000148,0.00000216,0.00000102,0,0,0,0,0,0,,,,,,,,
#REF!,WHIII383,2015_367_N2,,2015-04-19,-6.888175,46.4852333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,484,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,14,503.044495,35,5,8.2019,0.073077,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0000017,0,0,0.00000985,0.00000379,0.0000136,0.00000782,0.0000424,0.0000302,0.00000839,0,0.00000116,0,0,,,,,,,,
#REF!,WHIII383,2015_367_N3,,2015-04-20,-6.888175,46.4852333,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,582,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,14,503.044495,35,5,8.2019,0.073077,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0000122,0.00000127,0.00000348,0,0.0000423,0.0000976,0.0000119,0,0,0,0,,,,,,,,
#REF!,WHIII375,558_N1,,2014-07-05,-22.97,17.4,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,63,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23,842.61438,36,4,8.189664,0.047045,1.02378,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII375,558_N2,,2014-07-05,-22.97,17.4,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,424,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23,842.61438,36,4,8.189664,0.047045,1.02378,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,WHIII375,558_N3,,2014-07-05,-22.97,17.4,mesopelagic fish,1,Aalnetz,multiple opening-closing devices,1,64,,,626,,directly weighed wet mass (formalin-preserved),Henrike Andresen/Heino Fock,,,23,842.61438,36,4,8.189664,0.047045,1.02378,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
