"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"611","#REF!","AMT3","AMT3_152","","1996-10-10",-35.0487,-18.8563,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,125,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26,186.79425,37,"4",8.128635,0.025734,0,2,24.65,23.18,NA,NA,0.44,0.05,"gC m-3",NA,NA,NA,NA,NA,NA,2530000,1.65e+08,332000,NA,2470000,688000,406000,275000,34700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.199225381,"","Phytoplankton","phytoplankton","4",0.15836249209525,"forestgreen","phytoplankton",-1.199225381,-0.89020597624125,-0.773940040028237,0.0427875938477035,0.522458422911183,0.869394343201416
"612","#REF!","AMT3","AMT3_153","","1996-10-10",-35.0487,-18.8563,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,140,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26,186.79425,37,"4",8.128635,0.025734,0,2,24.65,21.66,NA,NA,0.33,0.48,"gC m-3",NA,NA,NA,NA,NA,NA,7450000,1.33e+08,456000,1600000,986000,80000,236000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.516961724,"","Phytoplankton","phytoplankton","4",0.123851640967086,"forestgreen","phytoplankton",-1.516961724,-1.25890488868133,-1.07643185358194,0.044599942753375,0.586905120868537,0.855054153224776
"613","#REF!","AMT3","AMT3_154","","1996-10-11",-36.962,-22.9106,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25,227.361374,36,"4",8.109131,0.026814,1,2,22.56,22.56,NA,NA,0.18,1.08,"gC m-3",NA,NA,NA,NA,NA,NA,7200000,3.47e+08,559000,20400000,2210000,1010000,605000,201000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.300261066,"","Phytoplankton","phytoplankton","4",0.0718820073061254,"forestgreen","phytoplankton",-1.300261066,-1.15903217607936,-1.13257987156542,0.0115205019153675,0.622154654555178,0.977177247482965
"615","#REF!","AMT3","AMT3_156","","1996-10-11",-36.962,-22.9106,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,100,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25,227.361374,36,"4",8.109131,0.026814,1,2,22.56,21.81,NA,NA,0.33,1.08,"gC m-3",NA,NA,NA,NA,NA,NA,3820000,1.69e+08,352000,4190000,2400000,192000,725000,376000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.146035458,"","Phytoplankton","phytoplankton","4",0.123851640967086,"forestgreen","phytoplankton",-1.146035458,-0.971628498484782,-0.896059248645581,0.0230886580508797,0.545214701562046,0.922224132004106
"617","#REF!","AMT3","AMT3_158","","1996-10-12",-39.5997,-26.6159,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,95,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23,216.714676,36,"4",8.160737,0.027731,1,2,20.86,19.69,NA,NA,0.47,0.26,"gC m-3",NA,NA,NA,NA,NA,NA,7280000,2.98e+08,910000,780000,2340000,704000,1580000,100000,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.230414576,"","Phytoplankton","phytoplankton","4",0.167317334748176,"forestgreen","phytoplankton",-1.230414576,-1.03987273622658,-0.880773725397689,0.0133269018580277,0.607080558873825,0.847001459614934
"618","#REF!","AMT3","AMT3_159","","1996-10-13",-42.9168,-29.8601,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21.999908,220.203094,36,"5",8.12227,0.030009,1,2,19.56,19.56,NA,NA,0.18,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1950000,5.75e+08,972000,2950000,2770000,95700,953000,125000,46300,31700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.349738524,"","Phytoplankton","phytoplankton","4",0.0718820073061254,"forestgreen","phytoplankton",-1.349738524,-1.05014912659707,-0.911950694624193,0.00931543949286557,0.591465522403659,0.868401136112263
"619","#REF!","AMT3","AMT3_160","","1996-10-13",-42.9168,-29.8601,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",21.999908,220.203094,36,"5",8.12227,0.030009,1,2,19.56,19.44,NA,NA,0.23,0.05,"gC m-3",NA,NA,NA,NA,NA,NA,3410000,6.38e+08,456000,4400000,1650000,95700,266000,301000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.464642171,"","Phytoplankton","phytoplankton","4",0.0899051114393979,"forestgreen","phytoplankton",-1.464642171,-1.15115418962939,-0.965395641149563,0.0218180089384358,0.551962976155573,0.838632782512276
"622","#REF!","AMT3","AMT3_163","","1996-10-14",-46.1171,-32.791,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.007254,265.140503,35,"5",8.080812,0.038162,1,2.513928,18.88,18.89,NA,NA,0.44,0.06,"gC m-3",NA,NA,NA,NA,NA,NA,5630000,8.47e+08,1410000,1630000,3550000,480000,385000,576000,30800,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.460588552,"","Phytoplankton","phytoplankton","4",0.15836249209525,"forestgreen","phytoplankton",-1.460588552,-1.1601642832417,-1.00704099776907,0.00357953955914002,0.674416488463509,0.868015859749812
"623","#REF!","AMT3","AMT3_164","","1996-10-14",-46.1171,-32.791,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,60,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.007254,265.140503,35,"5",8.080812,0.038162,1,2.513928,18.88,18.67,NA,NA,0.51,0.14,"gC m-3",NA,NA,NA,NA,NA,NA,10500000,7.21e+08,3200000,190000,2990000,1170000,665000,151000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.349557237,"","Phytoplankton","phytoplankton","4",0.178976947293169,"forestgreen","phytoplankton",-1.349557237,-1.23189995612069,-1.08256833568804,0.0118979182593935,0.618864732530744,0.878779425479565
"624","#REF!","AMT3","AMT3_165","","1996-10-15",-49.6219,-35.716,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,392.096344,35,"5",8.076366,0.047198,2,3,16.46,16.46,NA,NA,0.55,0.04,"gC m-3",NA,NA,NA,NA,NA,NA,12700000,1.73e+09,8550000,12200000,12200000,1680000,2870000,703000,208000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.273267767,"","Phytoplankton","phytoplankton","4",0.190331698170291,"forestgreen","phytoplankton",-1.273267767,-1.05920475976347,-0.87276455283491,0.0113010517739233,0.624105141997457,0.823980958157521
"625","#REF!","AMT3","AMT3_166","","1996-10-15",-49.6219,-35.716,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,30,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,392.096344,35,"5",8.076366,0.047198,2,3,16.46,16.16,NA,NA,0.66,0.63,"gC m-3",NA,NA,NA,NA,NA,NA,14900000,4.95e+08,2340000,4950000,18300000,1890000,1460000,553000,208000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.205082456,"","Phytoplankton","phytoplankton","4",0.220108088040055,"forestgreen","phytoplankton",-1.205082456,-0.947404365790054,-0.795486627551159,0.0118853473956641,0.618973034985404,0.839648471418844
"626","#REF!","AMT3","AMT3_167","","1996-10-15",-49.6219,-35.716,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19,392.096344,35,"5",8.076366,0.047198,2,3,16.46,15.77,NA,NA,0.34,2.45,"gC m-3",NA,NA,NA,NA,NA,NA,3680000,5.75e+08,310000,4160000,3890000,656000,370000,226000,23100,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.248465099,"","Phytoplankton","phytoplankton","4",0.127104798364808,"forestgreen","phytoplankton",-1.248465099,-1.11912725383838,-1.00701976644106,0.00662594563593458,0.623023070305798,0.899825969734166
"631","#REF!","AMT3","AMT3_172","","1996-10-23",-55,-43.5687,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,30,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12,700.956055,34,"6",8.109061,0.09347,7,3,16.41,16.41,NA,NA,1,10.29,"gC m-3",NA,NA,NA,NA,NA,NA,4180000,1.75e+09,414000,1670000,12600000,8510000,1670000,1610000,92500,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.214122551,"","Phytoplankton","phytoplankton","4",0.301029995663981,"forestgreen","phytoplankton",-1.214122551,-0.963605907505893,-0.881577671666393,0.0380341257848016,0.434903789737405,0.914873668581158
"632","#REF!","AMT3","AMT3_173","","1996-10-23",-55,-43.5687,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12,700.956055,34,"6",8.109061,0.09347,7,3,16.41,16.41,NA,NA,0.46,14.89,"gC m-3",NA,NA,NA,NA,NA,NA,1370000,2.92e+08,1320000,2050000,2700000,3380000,1240000,125000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.156709949,"","Phytoplankton","phytoplankton","4",0.164352855784437,"forestgreen","phytoplankton",-1.156709949,-0.943716050786836,-0.842257560521424,0.0362154439396285,0.48835839617547,0.892490447544238
"633","#REF!","AMT3","AMT3_174","","1996-10-24",-55.8721,-48.0038,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",7.217556,485.211151,34,"6.120114",8.161596,0.06372,11,4.018483,5.5,5.5,NA,NA,0.38,36.02,"gC m-3",NA,NA,NA,NA,NA,NA,5.05e+08,1.93e+09,11900000,2350000,4010000,4060000,944000,176000,740000,84500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.143186185,"","Phytoplankton","phytoplankton","4",0.139879086401236,"forestgreen","phytoplankton",-1.143186185,-1.3743680222771,-1.2999282166559,0.000389869721933846,0.809675337282498,0.94583706517133
"634","#REF!","AMT3","AMT3_175","","1996-10-24",-55.8721,-48.0038,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,40,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",7.217556,485.211151,34,"6.120114",8.161596,0.06372,11,4.018483,5.5,5.12,NA,NA,0.37,35.97,"gC m-3",NA,NA,NA,NA,NA,NA,8.13e+08,1.57e+09,13000000,3880000,2490000,2370000,991000,125000,324000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.170241993,"","Phytoplankton","phytoplankton","4",0.136720567156407,"forestgreen","phytoplankton",-1.170241993,-1.59020989135247,-1.53320140797429,5.39212928757587e-05,0.88295028314396,0.964150340349289
"635","#REF!","AMT3","AMT3_176","","1996-10-24",-55.8721,-48.0038,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",7.217556,485.211151,34,"6.120114",8.161596,0.06372,11,4.018483,6.23,4.44,NA,NA,0.56,37.79,"gC m-3",NA,NA,NA,NA,NA,NA,7.14e+08,2.31e+09,2480000,11700000,1870000,915000,2070000,125000,1450000,127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96518098,"","Phytoplankton","phytoplankton","4",0.193124598354462,"forestgreen","phytoplankton",-0.96518098,-1.31361624708742,-1.28614884424848,0.00229967255535147,0.70720580367,0.979090238188029
"642","#REF!","AMT4","AMT4_183","","1997-04-22",-55.9421,-47.6209,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",8,512.440918,34,"6",8.159055,0.072114,11,4,11.04,7.94,34.16,NA,0.13,17.27,"gC m-3",NA,NA,NA,NA,NA,NA,1950000,2.28e+08,332000,550000,1650000,320000,708000,176000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.287078458,"","Phytoplankton","phytoplankton","4",0.0530784434834197,"forestgreen","phytoplankton",-1.287078458,-0.920571976583599,-0.748793753744912,0.035944163425061,0.489355298211824,0.813400551821938
"645","#REF!","AMT4","AMT4_186","","1997-04-30",-49.8181,-35.6517,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19.018951,392.870636,35,"5",8.075167,0.046631,2,3,19.06,19.06,35.74,NA,0.29,NA,"gC m-3",NA,NA,NA,NA,NA,NA,67600000,5.49e+08,9450000,8180000,11700000,2020000,1300000,1240000,3470000,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.992574607,"","Phytoplankton","phytoplankton","4",0.110589710299249,"forestgreen","phytoplankton",-0.992574607,-1.09788859940363,-1.00396968044665,0.00148791586179318,0.736393326601701,0.914454964731398
"646","#REF!","AMT4","AMT4_187","","1997-04-30",-49.8181,-35.6517,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",19.018951,392.870636,35,"5",8.075167,0.046631,2,3,19.06,19.42,36.03,NA,0.44,NA,"gC m-3",NA,NA,NA,NA,NA,NA,21200000,7.06e+08,3510000,2810000,7720000,940000,207000,727000,278000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.151456338,"","Phytoplankton","phytoplankton","4",0.15836249209525,"forestgreen","phytoplankton",-1.151456338,-1.07586928429925,-0.892580999048215,0.00793696641352252,0.658335810996582,0.829637031258476
"648","#REF!","AMT4","AMT4_189","","1997-05-01",-46.1945,-32.608,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,50,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.180435,264.897156,35.009914,"5",8.078642,0.037705,1,3,21.35,21.23,36.1,NA,0.36,1.13,"gC m-3",NA,NA,NA,NA,NA,NA,2570000,3.33e+08,373000,5150000,2540000,2080000,29600,176000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44949169,"","Phytoplankton","phytoplankton","4",0.133538908370217,"forestgreen","phytoplankton",-1.44949169,-1.14193192727581,-1.10769315578172,0.0236798848209488,0.542171829905749,0.970016801635653
"650","#REF!","AMT4","AMT4_191","","1997-05-02",-42.6499,-29.3281,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",22,214.996323,36,"5",8.126129,0.028994,1,2,23.52,20.37,36.38,NA,0.37,0.26,"gC m-3",NA,NA,NA,NA,NA,NA,1070000,2.72e+08,NA,4400000,844000,304000,429000,50100,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.434863674,"","Phytoplankton","phytoplankton","4",0.136720567156407,"forestgreen","phytoplankton",-1.434863674,-1.17120125844931,-1.35436230862183,0.0195575109111328,0.624707176858447,1.15638734064804
"651","#REF!","AMT4","AMT4_192","","1997-05-03",-39.1871,-26.1029,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.733486,217.392792,36,"4",8.156466,0.027001,1,2,25.31,25.31,36.75,NA,0.23,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2440000,2.98e+08,497000,2950000,1480000,160000,362000,226000,57800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.329207728,"","Phytoplankton","phytoplankton","4",0.0899051114393979,"forestgreen","phytoplankton",-1.329207728,-0.963837675775857,-0.767246705506549,0.0246018714922839,0.537541424122465,0.796033113033211
"652","#REF!","AMT4","AMT4_193","","1997-05-03",-39.1871,-26.1029,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,80,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",23.733486,217.392792,36,"4",8.156466,0.027001,1,2,25.31,22.59,36.43,NA,0.34,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2070000,2.86e+08,580000,749000,2340000,897000,502000,275000,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.313536014,"","Phytoplankton","phytoplankton","4",0.127104798364808,"forestgreen","phytoplankton",-1.313536014,-0.936562918048184,-0.78073021824592,0.0316363685226589,0.506034575862724,0.833612139879484
"653","#REF!","AMT4","AMT4_194","","1997-05-04",-36.6299,-22.1545,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",25,232,36,"4",8.103653,0.026205,1,2,26.32,26.32,37.07,NA,0.1,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1170000,3.27e+08,NA,2420000,1200000,352000,59200,12500,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.416572522,"","Phytoplankton","phytoplankton","4",0.0413926851582251,"forestgreen","phytoplankton",-1.416572522,-1.29835548850458,-1.32278544409228,0.0164937596131312,0.644178396118356,1.01881607603157
"657","#REF!","AMT4","AMT4_198","","1997-05-06",-32.855,-14.1082,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",26,150.150116,37,"4",8.162937,0.023,0,2,26.62,26.62,37.07,NA,0.1,0.13,"gC m-3",NA,NA,NA,NA,NA,NA,1370000,1.64e+08,NA,5020000,844000,288000,133000,33500,NA,42200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.316326027,"","Phytoplankton","phytoplankton","4",0.0413926851582251,"forestgreen","phytoplankton",-1.316326027,-1.09242180182622,-1.06616600560311,0.0132489545422157,0.667855098558501,0.975965514255372
"660","#REF!","AMT4","AMT4_201","","1997-05-07",-30.9468,-10.0303,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,120,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,202.078369,36,"4",8.213518,0.02409,0,2,27.62,22.5,36.77,NA,0.14,3.67,"gC m-3",NA,NA,NA,NA,NA,NA,1300000,80600000,414000,152000,1060000,64000,88800,50100,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.320242195,"","Phytoplankton","phytoplankton","4",0.0569048513364726,"forestgreen","phytoplankton",-1.320242195,-1.01530952878147,-0.726298236122175,0.0137053346019822,0.604120939946551,0.715346616508015
"664","#REF!","AMT4","AMT4_205","","1997-05-09",-27.3388,-2.0159,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,70,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,371.695435,36,"4",8.238028,0.034502,0,1,27.72,20.88,35.96,NA,0.42,6.25,"gC m-3",NA,NA,NA,NA,NA,NA,9670000,1.3e+08,NA,959000,950000,240000,138000,8370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.511341732,"","Phytoplankton","phytoplankton","4",0.152288344383056,"forestgreen","phytoplankton",-1.511341732,-1.59932836194526,-1.50791751236158,0.00354885209721484,0.842519229203274,0.942844226514878
"666","#REF!","AMT4","AMT4_207","","1997-05-10",-25.6283,1.8985,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,72,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,416.537994,35,"4",8.227102,0.036799,0,1.992523,27.97,17.25,35.67,NA,0.64,1.77,"gC m-3",NA,NA,NA,NA,NA,NA,5580000,3.67e+08,539000,1030000,3860000,1120000,306000,151000,92500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.271626545,"","Phytoplankton","phytoplankton","4",0.214843848047698,"forestgreen","phytoplankton",-1.271626545,-0.982436591090722,-0.788788456800952,0.0203854401702162,0.559943404773539,0.802889941146453
"667","#REF!","AMT4","AMT4_208","","1997-05-11",-23.6346,6.0823,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,7,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",27,391.001465,35,"4",8.24064,0.037297,0,2,27.39,27.39,35.5,NA,0.31,0.24,"gC m-3",NA,NA,NA,NA,NA,NA,1020000,5.3e+08,NA,5770000,2040000,592000,511000,83700,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42523547,"","Phytoplankton","phytoplankton","4",0.117271295655764,"forestgreen","phytoplankton",-1.42523547,-1.12298381369321,-1.31045355401363,0.0240706591450355,0.599677748620486,1.16693895142075
